product_id,shop_id,name,category,color,fabric,size_range,price_LKR,style_tags,product_url,created_ts,popularity_score,stock_count
1.0,8.0,,BEACH WEAR,Navy,Wool,L,3000.0,"Tall Friendly, Checked, Monochrome, Sporty, Dark Skin, Athleisure, Curvy Friendly, Patterned",https://casualcorner.com/product/1,19:51.6,3.4,28.0
2.0,15.0,Luxury Rustic Coats,COATS,Checked,Polyester,XL-XXL,14000.0,"Floral, Formal, Comfy, Checked, Petite Friendly, Dark Skin, Cold Weather, Medium Skin",https://arena.com/product/2,46:58.1,4.6,15.0
3.0,3.0,Vintage Oversized Beach Wear,BEACH WEAR,Mustard,Velvet,XS-S,5000.0,"Dark Skin, Eco-friendly, Edgy, Hipster, Business Casual, Y2K, Travel Friendly",https://hameedia.com/product/3,,2.7,39.0
4.0,12.0,Sporty Textured T-Shirts,T-SHIRTS,Brown,Silk,L,2500.0,"Rainy Weather, Festival, Fair Skin, Winter, Comfy, Slim Fit",,32:39.4,4.9,5.0
5.0,21.0,Casual Classic Cardigans,CARDIGANS,Multi-color,Tencel,M,9000.0,"Neutral Skin, Business Casual, Formal, Winter, Polka Dot, Floral",https://elements.com/product/5,31:05.6,2.9,18.0
6.0,1.0,Urban Urban Blazers,BLAZERS,Grey,Denim,XL-XXL,12500.0,"Skinny Friendly, Streetwear, Polka Dot, Checked, Tall Friendly, Monochrome",https://foa.com/product/6,02:05.9,2.7,13.0
7.0,9.0,Statement Wide Leg Sweatshirts,SWEATSHIRTS,Peach,Corduroy,L,,"Cold Weather, Fair Skin, Streetwear, Business Casual, Hot Weather, Formal, Skinny Friendly",https://houseoffashion.com/product/7,54:58.2,4.5,29.0
8.0,2.0,Chic Luxury T-Shirts,T-SHIRTS,Yellow,Wool,XL-XXL,2500.0,"Streetwear, Sporty, Neutral Skin, Minimalist, Travel Friendly, Hot Weather, Party Wear, Monochrome",https://incarnage.com/product/8,29:27.0,3.7,50.0
9.0,7.0,Elegant Essential Joggers & Pants,JOGGERS & PANTS,Blue,Modal,L,3000.0,"Preppy, Minimalist, Streetwear, Urban, Oversized, Hipster",https://dresssmart.com/product/9,16:24.1,2.9,36.0
10.0,19.0,Sporty Chic Chinos,CHINOS,Beige,Leather,M,5500.0,"Cottagecore, Business Casual, Eco-friendly, Tall Friendly, Vintage",https://skylineclothing.com/product/10,28:44.0,3.5,41.0
11.0,,Lightweight Heritage Joggers & Pants,JOGGERS & PANTS,Orange,Fleece,XS-S,2500.0,"Office Wear, Petite Friendly, Hot Weather, Minimalist, Party Wear, Polka Dot, Summer",https://fashionbug.com/product/11,05:03.6,4.1,18.0
